"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc0601_37"", ""source_of_funds"": ""Salary"", ""txn_date_time"": ""2024-06-30T04:57:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""outgoing-overseas-fund-transfer"", ""sender_hashcode"": ""S_RCBC0601"", ""sender_amount"": ""1180.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""NA"", ""receiver_hashcode"": ""R_RCBC0600"", ""receiver_amount"": ""46.37"", ""receiver_type"": ""NA"", ""receiver_currency"": ""USD"", ""receiver_country"": ""US"", ""external_id"": ""3d2n5e6f-2fg0-0e1f-2a3b-4c5drcbc0601"", ""sender_advance_hashcode"": ""192.168.0.1"", ""txn_status"": ""pending"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2024-06-23T04:57:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2024-06-23T04:57:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc2800_168"", ""source_of_funds"": ""remittance"", ""txn_date_time"": ""2025-06-29T10:05:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""inward-remittance"", ""sender_hashcode"": ""S_RCBC2801"", ""sender_amount"": ""NA"", ""sender_currency"": ""NA"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC2800"", ""receiver_amount"": ""416237.0"", ""receiver_type"": ""Individual"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""ext_rcbc2800_2"", ""sender_advance_hashcode"": ""NA"", ""txn_status"": ""completed"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-22T10:05:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-22T10:05:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc2800_169"", ""source_of_funds"": ""remittance"", ""txn_date_time"": ""2025-06-29T10:10:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""inward-remittance"", ""sender_hashcode"": ""S_RCBC2802"", ""sender_amount"": ""NA"", ""sender_currency"": ""NA"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC2800"", ""receiver_amount"": ""428907.0"", ""receiver_type"": ""Individual"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""ext_rcbc2800_3"", ""sender_advance_hashcode"": ""NA"", ""txn_status"": ""completed"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-22T10:10:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-22T10:10:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc2800_170"", ""source_of_funds"": ""remittance"", ""txn_date_time"": ""2025-06-29T10:15:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""inward-remittance"", ""sender_hashcode"": ""S_RCBC2803"", ""sender_amount"": ""NA"", ""sender_currency"": ""NA"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC2800"", ""receiver_amount"": ""353478.0"", ""receiver_type"": ""Individual"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""ext_rcbc2800_4"", ""sender_advance_hashcode"": ""NA"", ""txn_status"": ""completed"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-22T10:15:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-22T10:15:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc2400_152"", ""source_of_funds"": ""Overseas Transfer"", ""txn_date_time"": ""2025-06-29T10:15:30Z"", ""txn_type_code"": ""3"", ""txn_type"": ""forex-remittance"", ""sender_hashcode"": ""S_RCBC2400"", ""sender_amount"": ""20000.0"", ""sender_currency"": ""USD"", ""sender_amount_usd"": ""20000.0"", ""sender_country"": ""US"", ""sender_city"": ""NYC"", ""receiver_hashcode"": ""R_RCBC2400"", ""receiver_amount"": ""20000.0"", ""receiver_type"": ""individual"", ""receiver_currency"": ""USD"", ""receiver_country"": ""US"", ""external_id"": ""ext_rcbc2400_fx"", ""sender_advance_hashcode"": ""completed"", ""txn_status"": ""NA"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-22T10:15:30Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-22T10:15:30Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc2800_171"", ""source_of_funds"": ""remittance"", ""txn_date_time"": ""2025-06-29T10:20:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""inward-remittance"", ""sender_hashcode"": ""S_RCBC2804"", ""sender_amount"": ""NA"", ""sender_currency"": ""NA"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC2800"", ""receiver_amount"": ""423563.0"", ""receiver_type"": ""Individual"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""ext_rcbc2800_5"", ""sender_advance_hashcode"": ""NA"", ""txn_status"": ""completed"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-22T10:20:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-22T10:20:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc2800_172"", ""source_of_funds"": ""remittance"", ""txn_date_time"": ""2025-06-29T10:25:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""inward-remittance"", ""sender_hashcode"": ""S_RCBC2805"", ""sender_amount"": ""NA"", ""sender_currency"": ""NA"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC2800"", ""receiver_amount"": ""376062.0"", ""receiver_type"": ""Individual"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""ext_rcbc2800_6"", ""sender_advance_hashcode"": ""NA"", ""txn_status"": ""completed"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-22T10:25:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-22T10:25:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1700_105"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-06-29T10:52:01Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC1700"", ""sender_amount"": ""927.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""3213.0"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC1705"", ""receiver_amount"": ""3088.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""USD"", ""receiver_country"": ""US"", ""external_id"": ""59d91443-998d-4b2a-843b-5f105ed27d16"", ""sender_advance_hashcode"": ""11.111.111.14"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""11.111.111.16"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-22T10:52:01Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-22T10:52:01Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1800_115"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-06-29T10:52:01Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC1800"", ""sender_amount"": ""927.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""3213.0"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC1805"", ""receiver_amount"": ""3088.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""USD"", ""receiver_country"": ""US"", ""external_id"": ""59d91443-998d-4b2a-843b-5f105ed27d16"", ""sender_advance_hashcode"": ""bbbbbbbb-0d1b-2c3d-4e5f-6a7b8c9d0e1f"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""bbbbbbbb-0f1b-2c3d-4e5f-6a7b8c9d0e1f"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-22T10:52:01Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-22T10:52:01Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1600_95"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-06-29T10:52:01Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC1600"", ""sender_amount"": ""927.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""3213.0"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC1605"", ""receiver_amount"": ""3088.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""USD"", ""receiver_country"": ""US"", ""external_id"": ""59d91443-998d-4b2a-843b-5f105ed27d16"", ""sender_advance_hashcode"": ""4444"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""6666"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-22T10:52:01Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-22T10:52:01Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc0400_27"", ""source_of_funds"": ""Salary"", ""txn_date_time"": ""2025-06-30T00:00:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC0400"", ""sender_amount"": ""5000.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""90.0"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC0404"", ""receiver_amount"": ""90.0"", ""receiver_type"": ""NA"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""b4e6d7f3-0a1b-2c3d-4e5f-6a7b8c9d0e1h"", ""sender_advance_hashcode"": ""192.168.1.10"", ""txn_status"": ""pending"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-23T00:00:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-23T00:00:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc0500_32"", ""source_of_funds"": ""Salary"", ""txn_date_time"": ""2025-06-30T07:27:53Z"", ""txn_type_code"": ""1"", ""txn_type"": ""login"", ""sender_hashcode"": ""S_RCBC0500"", ""sender_amount"": ""NA"", ""sender_currency"": ""NA"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""NA"", ""receiver_hashcode"": ""NA"", ""receiver_amount"": ""NA"", ""receiver_type"": ""NA"", ""receiver_currency"": ""NA"", ""receiver_country"": ""NA"", ""external_id"": ""3d2n5e6f-2fg0-0e1f-2a3b-4c5drcbc0500"", ""sender_advance_hashcode"": ""192.168.0.0"", ""txn_status"": ""failed"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-23T07:27:53Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-23T07:27:53Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1600_96"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-06-30T08:52:01Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC1600"", ""sender_amount"": ""1501.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""4475.0"", ""sender_country"": ""SG"", ""sender_city"": ""NYC"", ""receiver_hashcode"": ""R_RCBC1606"", ""receiver_amount"": ""1438.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""USD"", ""receiver_country"": ""PH"", ""external_id"": ""807bb86a-3023-47b9-bae7-1173d865d442"", ""sender_advance_hashcode"": ""5555"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""7777"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-23T08:52:01Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-23T08:52:01Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1800_116"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-06-30T08:52:01Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC1800"", ""sender_amount"": ""1501.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""4475.0"", ""sender_country"": ""SG"", ""sender_city"": ""NYC"", ""receiver_hashcode"": ""R_RCBC1806"", ""receiver_amount"": ""1438.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""USD"", ""receiver_country"": ""PH"", ""external_id"": ""807bb86a-3023-47b9-bae7-1173d865d442"", ""sender_advance_hashcode"": ""bbbbbbbb-0e1b-2c3d-4e5f-6a7b8c9d0e1f"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""bbbbbbbb-0g1b-2c3d-4e5f-6a7b8c9d0e1f"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-23T08:52:01Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-23T08:52:01Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1700_106"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-06-30T08:52:01Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC1700"", ""sender_amount"": ""1501.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""4475.0"", ""sender_country"": ""SG"", ""sender_city"": ""NYC"", ""receiver_hashcode"": ""R_RCBC1706"", ""receiver_amount"": ""1438.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""USD"", ""receiver_country"": ""PH"", ""external_id"": ""807bb86a-3023-47b9-bae7-1173d865d442"", ""sender_advance_hashcode"": ""11.111.111.15"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""11.111.111.17"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-23T08:52:01Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-23T08:52:01Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1200_81"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-06-30T09:02:01Z"", ""txn_type_code"": ""1"", ""txn_type"": ""payment"", ""sender_hashcode"": ""S_RCBC1200"", ""sender_amount"": ""10271.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC1205"", ""receiver_amount"": ""10271.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""3d2n5e6f-2fg0-0e1f-2a3b-4c5drcbc1200"", ""sender_advance_hashcode"": ""91ce1cb8"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""5122"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-23T09:02:01Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-23T09:02:01Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc0500_33"", ""source_of_funds"": ""Salary"", ""txn_date_time"": ""2025-06-30T09:31:31Z"", ""txn_type_code"": ""1"", ""txn_type"": ""login"", ""sender_hashcode"": ""S_RCBC0500"", ""sender_amount"": ""NA"", ""sender_currency"": ""NA"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""NA"", ""receiver_hashcode"": ""NA"", ""receiver_amount"": ""NA"", ""receiver_type"": ""NA"", ""receiver_currency"": ""NA"", ""receiver_country"": ""NA"", ""external_id"": ""3d2n5e6f-2fg0-0e1f-2a3b-4c5drcbc0500"", ""sender_advance_hashcode"": ""192.168.0.1"", ""txn_status"": ""failed"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-23T09:31:31Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-23T09:31:31Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc2600_164"", ""source_of_funds"": ""NA"", ""txn_date_time"": ""2025-06-30T13:45:30Z"", ""txn_type_code"": ""3"", ""txn_type"": ""wire-transfer"", ""sender_hashcode"": ""S_RCBC2600"", ""sender_amount"": ""450000.0"", ""sender_currency"": ""USD"", ""sender_amount_usd"": ""450000.0"", ""sender_country"": ""PH"", ""sender_city"": ""Makati"", ""receiver_hashcode"": ""R_RCBC2600"", ""receiver_amount"": ""450000.0"", ""receiver_type"": ""Individual"", ""receiver_currency"": ""USD"", ""receiver_country"": ""IR"", ""external_id"": ""ext_rcbc2600_1"", ""sender_advance_hashcode"": ""completed"", ""txn_status"": ""NA"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""2023-04-01T00:00:00.000Z"", ""sender_incorporation_date"": ""2025-06-23T13:45:30Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-23T13:45:30Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc0500_31"", ""source_of_funds"": ""Salary"", ""txn_date_time"": ""2025-06-30T15:36:32Z"", ""txn_type_code"": ""1"", ""txn_type"": ""login"", ""sender_hashcode"": ""S_RCBC0500"", ""sender_amount"": ""NA"", ""sender_currency"": ""NA"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""NA"", ""receiver_hashcode"": ""NA"", ""receiver_amount"": ""NA"", ""receiver_type"": ""NA"", ""receiver_currency"": ""NA"", ""receiver_country"": ""NA"", ""external_id"": ""3d2n5e6f-2fg0-0e1f-2a3b-4c5drcbc0500"", ""sender_advance_hashcode"": ""192.168.0.2"", ""txn_status"": ""failed"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-23T15:36:32Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-23T15:36:32Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
